id,start_date,season,season_type,week,neutral_site,home_team,home_conference,home_elo,home_talent,away_team,away_conference,away_talent,away_elo,spread,home_adjusted_epa,home_adjusted_epa_allowed,away_adjusted_epa,away_adjusted_epa_allowed,home_adjusted_rushing_epa,home_adjusted_rushing_epa_allowed,away_adjusted_rushing_epa,away_adjusted_rushing_epa_allowed,home_adjusted_passing_epa,home_adjusted_passing_epa_allowed,away_adjusted_passing_epa,away_adjusted_passing_epa_allowed,home_adjusted_success,home_adjusted_success_allowed,away_adjusted_success,away_adjusted_success_allowed,home_adjusted_standard_down_success,home_adjusted_standard_down_success_allowed,away_adjusted_standard_down_success,away_adjusted_standard_down_success_allowed,home_adjusted_passing_down_success,home_adjusted_passing_down_success_allowed,away_adjusted_passing_down_success,away_adjusted_passing_down_success_allowed,home_adjusted_line_yards,home_adjusted_line_yards_allowed,away_adjusted_line_yards,away_adjusted_line_yards_allowed,home_adjusted_second_level_yards,home_adjusted_second_level_yards_allowed,away_adjusted_second_level_yards,away_adjusted_second_level_yards_allowed,home_adjusted_open_field_yards,home_adjusted_open_field_yards_allowed,away_adjusted_open_field_yards,away_adjusted_open_field_yards_allowed,home_adjusted_explosiveness,home_adjusted_explosiveness_allowed,away_adjusted_explosiveness,away_adjusted_explosiveness_allowed,home_adjusted_rush_explosiveness,home_adjusted_rush_explosiveness_allowed,away_adjusted_rush_explosiveness,away_adjusted_rush_explosiveness_allowed,home_adjusted_pass_explosiveness,home_adjusted_pass_explosiveness_allowed,away_adjusted_pass_explosiveness,away_adjusted_pass_explosiveness_allowed,home_total_havoc_offense,home_front_seven_havoc_offense,home_db_havoc_offense,away_total_havoc_offense,away_front_seven_havoc_offense,away_db_havoc_offense,home_total_havoc_defense,home_front_seven_havoc_defense,home_db_havoc_defense,away_total_havoc_defense,away_front_seven_havoc_defense,away_db_havoc_defense,home_points_per_opportunity_offense,away_points_per_opportunity_offense,home_points_per_opportunity_defense,away_points_per_opportunity_defense,home_avg_start_offense,home_avg_start_defense,away_avg_start_offense,away_avg_start_defense
401756964,2025-11-28 17:00:00,2025,regular,14,False,Kansas,Big 12,1499,705.32,Utah,Big 12,707.86,1971,13.0,0.22309683726182106,0.236312708149923,0.3147488459684213,0.09166760023031062,0.1439007096436745,0.1317182830129889,0.27225286673226995,0.1461035625559232,0.3030977975766585,0.3295939973787737,0.31812210081458203,0.10013260850475067,0.4735357432155988,0.4293402372694245,0.4881565159790441,0.38017203361586666,0.5136371274513182,0.47657451029856013,0.524129889760996,0.4330199855087211,0.3175705404320973,0.3167581004633087,0.3362418817319057,0.2912906053829597,3.213104425697061,2.9387294539581563,3.3787865640877754,2.869308355739011,1.2147617364446486,1.1000697753114974,1.3187527848211107,1.100303136395483,1.2496779941484444,1.4961419031154337,1.6672885963532555,1.6059786672312542,1.224941438661035,1.3028614641530598,1.2558735666146423,1.3169053912063438,0.9483691005727498,1.0023822078857405,1.0403007406234384,1.0554729604739213,1.5368257008779356,1.5784243322785263,1.5228003401613923,1.5724828706393046,0.15555555555555556,0.09841269841269841,0.05714285714285714,0.12516823687752354,0.0740242261103634,0.05114401076716016,0.17579250720461095,0.10951008645533142,0.06628242074927954,0.16666666666666666,0.09710144927536232,0.06956521739130435,4.1454545454545455,5.03030303030303,4.392857142857143,2.982142857142857,70.7,73.8,71.8,73.3
401756961,2025-11-29 02:00:00,2025,regular,14,False,Arizona State,Big 12,1653,738.52,Arizona,Big 12,651.62,1651,-1.0,0.15269973118612004,0.10563551625559733,0.1639844554822792,0.09824178993849142,0.12733625204056964,0.07168511543162145,0.13650023525715438,0.12239974176510757,0.21949815569840403,0.17947218182094687,0.19309379546959854,0.1606451962321898,0.4081715805566473,0.3897017340526527,0.41902333622374704,0.3792315930128659,0.4692950715173126,0.45107472026324535,0.4767841909798534,0.4424798357650084,0.2847522102321228,0.2882949552714981,0.29010801780368606,0.2788016696807981,2.9987666286927395,2.87932085704989,3.0260804469663105,2.8924897358017927,1.1616866935850205,0.9877563455389305,1.1585252436373594,0.9995790420611987,1.4037092247774603,1.1040616724906114,1.4009375104096928,1.025898975648583,1.2361945316147052,1.245076391624542,1.2808494810416082,1.235028454022501,0.947663766762428,0.9503580277444081,1.0127760544162079,0.9511438035524252,1.5773505928687424,1.5504950740453207,1.5380687867961453,1.5908592152573002,0.16955941255006676,0.102803738317757,0.06675567423230974,0.1511111111111111,0.09333333333333334,0.057777777777777775,0.19519519519519518,0.11411411411411411,0.08108108108108109,0.20028612303290416,0.11587982832618025,0.0844062947067239,3.196969696969697,4.029850746268656,3.4262295081967213,3.5833333333333335,72.0,68.3,66.0,72.4
401760426,2025-11-28 20:30:00,2025,regular,14,False,New Mexico,Mountain West,1491,378.8,San Diego State,Mountain West,594.27,1530,1.5,0.17291613279488297,0.13738542195401182,0.1049243740807271,0.04968374255566718,0.08660584579285939,0.056670308400125,0.09676294428484324,0.048938995124502824,0.2988738839634963,0.259428633619139,0.17714765649583097,0.10729965743472414,0.4163893459908839,0.3962027826110412,0.40262174566347164,0.39254320811656407,0.45989694958522037,0.44835178368441575,0.48554259908388153,0.45209828927150875,0.31371702536140006,0.2950367046292783,0.25347387929192,0.27653501975891553,2.9393834719683207,2.633052494302888,3.079733350065996,2.9082421157651606,0.968657224804537,0.9318045122194937,1.0448428192562622,0.9303094087543655,1.1262945636840067,1.029537882508142,1.1014449344708301,0.9377530289163407,1.2573654739612856,1.2726894221124427,1.2113895176598726,1.1912387743806871,0.9539928202561285,0.9915160256794635,0.925538621671665,0.9101301650644181,1.5685081070010418,1.5369183074233403,1.5886628758412726,1.5249521860650155,0.14285714285714285,0.09262166405023547,0.05023547880690738,0.12337662337662338,0.07467532467532467,0.048701298701298704,0.18098159509202455,0.11503067484662577,0.06595092024539877,0.15946348733233978,0.08345752608047691,0.07600596125186289,4.051724137931035,3.418181818181818,3.4545454545454546,2.0681818181818183,70.9,71.6,68.4,74.5
401752788,2025-11-28 17:00:00,2025,regular,14,False,Mississippi State,SEC,1492,770.48,Ole Miss,SEC,813.11,1959,7.5,0.1497318145527483,0.15369301343228015,0.2885836631991579,0.14035528339499218,0.09579865150661451,0.1315409188915884,0.15561450317872308,0.16911358232033452,0.23737253069033828,0.21243831319806256,0.3830035170797436,0.1592663188666542,0.4329898269042841,0.4121039025408441,0.4831463471756167,0.3870718509620084,0.487459526189879,0.47077835401514473,0.5002109900256148,0.4595495290582113,0.2990988743837872,0.3009398538969988,0.35220165223325667,0.2780214696043587,2.8672916906695898,3.179105288272102,2.8944727931928926,3.0773518899602026,1.0963355421177274,1.1389447057051596,1.0799997092126203,1.059175130884061,1.0506119895542534,1.2598141189588676,1.3271561189041083,1.2159877316621948,1.2570413601770807,1.2558217747479212,1.2956729257319133,1.2511429622432046,0.9441030658175057,0.9533068742290933,0.974705730922168,0.9948899792845867,1.6004264784513003,1.5834933344827369,1.6081583255239458,1.540712769940796,0.1970310391363023,0.12550607287449392,0.07152496626180836,0.15135135135135136,0.0891891891891892,0.062162162162162166,0.14366197183098592,0.07887323943661972,0.0647887323943662,0.15217391304347827,0.08540372670807453,0.06677018633540373,4.37037037037037,4.602739726027397,3.6721311475409837,3.392156862745098,70.3,72.4,71.9,71.7
401762519,2025-11-29 17:00:00,2025,regular,14,False,Florida Atlantic,American Athletic,1263,605.22,East Carolina,American Athletic,611.55,1491,6.5,0.16110282959431482,0.20120063333693833,0.16391642821986707,0.12041182889789445,0.06126653512621663,0.16323951515722357,0.10328832579253269,0.056065718823036605,0.27779909848047174,0.24923265713336076,0.2706067158871267,0.22399741238830942,0.38508668137137614,0.4431813344540192,0.4412598422356275,0.39390305352390037,0.44355022561752283,0.5018602274817792,0.4829921448374001,0.4602912051930918,0.29644012048633245,0.28711523904149133,0.3166648244827733,0.28220453845726273,2.7416455345719113,2.9462834260413895,2.9867946181577056,2.6872983399414965,1.0013500344855994,1.083265178608719,0.9247386047698949,1.075975876922167,1.0347889604350644,1.4867341692451828,0.9699730351568854,1.2675037934871385,1.3389065250704912,1.2594024632411263,1.1969191987375862,1.2697273373872966,0.9971724798448167,1.0012166853374003,0.902024281492576,1.0023799405054903,1.5875897720965548,1.5478792667662487,1.5384919583853756,1.5327532611892711,0.17408376963350786,0.09947643979057591,0.07460732984293193,0.1294871794871795,0.07948717948717948,0.05,0.137660485021398,0.09343794579172611,0.0442225392296719,0.17872968980797638,0.12850812407680945,0.050221565731166914,3.462686567164179,3.611940298507463,4.529411764705882,3.4339622641509435,69.8,67.9,70.4,70.8
401762442,2025-11-28 20:30:00,2025,regular,14,False,North Texas,American Athletic,1741,569.15,Temple,American Athletic,507.91,1234,-19.5,0.31732119415144233,0.19371600446396675,0.13398752088716565,0.2355553068158968,0.2133054847432661,0.15540949898644313,0.04089825275921333,0.17462198555443043,0.40025313331986845,0.23472367559984583,0.2704805542315179,0.30399907684853505,0.49794355765576065,0.44375003952053127,0.3978219368929658,0.4459503823166539,0.544881142124295,0.4891991556937352,0.45919647836253136,0.4999869723680717,0.32443317289970425,0.303180377117531,0.28987204096082425,0.29973465159917634,3.2453978572292486,3.1620449579848153,2.5994315079416315,3.1404157283402623,1.216310914944935,1.1207758778456574,0.8964120540700338,1.1289361655266874,1.326710150144137,1.3024808616688344,1.184865093228913,1.2564350324578482,1.2827494779226187,1.2531843862966467,1.2232000856407412,1.2659634460612355,1.020068582438529,0.9870776783823215,0.9383794126489746,0.9885322513459719,1.5422988403107598,1.5796229513962632,1.516820256276025,1.5864482762315817,0.09745762711864407,0.06073446327683616,0.03672316384180791,0.1582608695652174,0.10434782608695652,0.05391304347826087,0.14479025710419485,0.10013531799729364,0.044654939106901215,0.14580031695721077,0.08874801901743265,0.05705229793977813,5.025974025974026,4.413043478260869,4.0,4.509433962264151,65.1,72.1,72.0,74.3
401752790,2025-11-29 17:00:00,2025,regular,14,False,South Carolina,SEC,1730,833.26,Clemson,SEC,918.43,1725,-2.0,0.14413461419143697,0.07765180381868,0.18067190388465362,0.14066992347398863,0.11223302584846158,0.007451876506027688,0.09652911037906482,0.08955922047265501,0.23393517659441798,0.22050858704082602,0.2641946090884434,0.21607136525129253,0.41850376308156695,0.3950162530364375,0.43339802745637884,0.384848500200506,0.4723531518137735,0.45406115785116824,0.479364674286755,0.43478665438394243,0.2862845321290607,0.30020467501877235,0.30049590933776466,0.3052806366323357,2.9197493864400856,2.634762102392877,2.963487569509829,2.8352324631584533,1.0966482092887848,0.9277037651440794,1.018223840675011,1.093644104081761,1.1503144554376508,1.1896452753090094,0.9237847164239614,1.1158202699764257,1.280229120333497,1.2128417363928727,1.2285305276634166,1.2873741671023358,1.0162027311368753,0.9348345667107311,0.9353104381133297,0.9780556938210431,1.5530165638853486,1.5059540432771192,1.5280296592157598,1.5680864614049441,0.18995290423861852,0.13814756671899528,0.05180533751962323,0.14705882352941177,0.08970588235294118,0.057352941176470586,0.16167664670658682,0.10029940119760479,0.061377245508982034,0.18305597579425115,0.10892586989409984,0.07413010590015129,2.843137254901961,4.0,3.3636363636363638,3.0689655172413794,72.7,70.3,69.5,72.5
401752921,2025-11-29 17:00:00,2025,regular,14,False,Michigan,Big Ten,1825,907.22,Ohio State,Big Ten,973.69,2158,9.5,0.2395009839176193,0.08876687657770421,0.2940974633688028,0.02921863144211795,0.20828699795118727,0.053767806918730066,0.11657115834679234,0.03704953260628935,0.2792854540006398,0.18429769627725245,0.4587083815690468,0.11254143678373349,0.4792317061052229,0.39905879031703806,0.5128610457086361,0.3597536749825201,0.5255580477130798,0.4519633874588975,0.5499720026126383,0.4402317836554068,0.3152291766189498,0.2961894197578474,0.3307356153514142,0.26473059963876616,3.241093808374892,2.7269447658061456,2.9751631488622765,2.733740486260374,1.1569524722692721,0.8629774670604712,1.0854441160514836,0.9124367736446123,1.5377632869254902,1.031675204969497,1.1446839847300365,0.9123199676099734,1.1998943601218817,1.1735502246682419,1.2000308197734717,1.1666937501820227,0.9673051185056359,0.9159675867922623,0.9104747263415744,0.9411666948509411,1.520253811069664,1.4545810976518259,1.50141040610433,1.4434271861869927,0.11385459533607682,0.07407407407407407,0.039780521262002745,0.10634920634920635,0.06666666666666667,0.03968253968253968,0.17614424410540916,0.10402219140083217,0.07212205270457697,0.16847826086956522,0.11413043478260869,0.05434782608695652,3.6973684210526314,5.083333333333333,3.6363636363636362,2.5806451612903225,69.1,72.6,70.0,74.0
401756968,2025-11-29 17:00:00,2025,regular,14,False,West Virginia,Big 12,1355,662.33,Texas Tech,Big 12,757.49,1997,21.0,0.10436868560323731,0.15575688284855688,0.21672138143939887,0.006575809390017312,0.04003395913877403,0.0567046195449353,0.11941497227612956,-0.006142709468561644,0.20311593143467516,0.28731702937491954,0.3298960060569186,0.11014520315036158,0.38395689242554676,0.4070727412549128,0.43570744722045945,0.33466117340952006,0.43172707696405954,0.4439462010427667,0.482894642595132,0.39443797191655666,0.28202565288322096,0.31885122227606066,0.3172173399927497,0.2723902107173305,2.751072007063106,2.5810190109765,2.7961931590602815,2.5459790948757743,0.9093276186116146,0.9783075288510172,1.056811857053414,0.9082712711317915,0.9723801920277431,1.1969110868269417,1.3096392507344141,1.015642395144835,1.2412992542765193,1.3013747367432789,1.2664492314336984,1.224235776235093,0.9436418114912619,0.9625684453443728,0.9781396055787946,0.9238724598043642,1.595667900909601,1.6055487386834524,1.561819503410308,1.5198707751211447,0.16550764951321278,0.1043115438108484,0.061196105702364396,0.1483957219251337,0.08422459893048129,0.06417112299465241,0.1736111111111111,0.1111111111111111,0.0625,0.2314540059347181,0.14540059347181009,0.08605341246290801,3.611111111111111,3.8875,3.7222222222222223,2.5609756097560976,71.4,69.4,63.6,73.6
401762872,2025-11-29 17:00:00,2025,regular,14,False,Central Michigan,Mid-American,1291,481.16,Toledo,Mid-American,620.13,1642,10.5,0.14044555536557615,0.15461418749065453,0.18195124048392344,0.03076443422583905,0.07401158566166757,0.10565165600847937,0.09787299297593419,0.06789536146037739,0.33675654838190977,0.21549569787557404,0.31670758892249296,0.0801739153952494,0.3798411093409901,0.4468702923028307,0.4162015927712609,0.3843785644547129,0.45228383479824513,0.4887641036860452,0.47182897071288393,0.43945347348112357,0.2823354472970774,0.296940510816119,0.30736947549591137,0.26392019039244263,2.795685389649991,2.987874744150509,2.9594003329361227,2.7242214841041297,0.9446108372998728,1.1623577177369386,1.0882018538203375,0.8581716911249011,1.1673768137945468,1.324291406471699,1.1922331465241849,0.9200618117057734,1.2398824379975735,1.2235810028191867,1.2493726201368156,1.2241053826011197,0.9675308543017758,0.9518309990514192,0.9315998117279845,0.9200011809208676,1.5891233201414896,1.5185130430159473,1.5700556351226158,1.5905679546194846,0.14215686274509803,0.10784313725490197,0.03431372549019608,0.1163141993957704,0.0770392749244713,0.03927492447129909,0.1581259150805271,0.09224011713030747,0.06588579795021962,0.18769230769230769,0.11538461538461539,0.07230769230769231,3.8214285714285716,3.7868852459016393,3.2241379310344827,2.5217391304347827,69.9,71.5,69.0,72.4
401762875,2025-11-29 17:00:00,2025,regular,14,False,Miami (OH),Mid-American,1451,592.1,Ball State,Mid-American,495.35,1018,-17.5,0.09514518566569054,0.1559380702933854,0.011972436974032025,0.18959722170727494,0.07008067028522809,0.11342254478064345,0.0433972592211145,0.12124849572435417,0.21224857135464265,0.23090320658632033,0.0632059506958593,0.31456689443059976,0.37385025449329495,0.4335110755040137,0.29366216416610275,0.4593742720395715,0.4362947417041564,0.4780227155058938,0.36325712462384274,0.4890591562964894,0.29065879843264847,0.3070840752217752,0.2572340205868791,0.3217171872366541,2.898200145419697,2.7661939346044573,2.5257765394058262,2.8790375019270065,0.9783874651781211,1.0239778333450549,0.9176655530196235,1.0161424255133316,1.0665515022257754,1.1908236216203643,1.1797974061570735,1.4591298749868205,1.2456992106528848,1.2415527612798345,1.2817126407789377,1.2748095715513315,0.9452492286207945,0.9502116030881711,0.9908099441426081,0.9890809726690335,1.5759917987833632,1.5370122412920506,1.5748458232025662,1.569728580741338,0.1345514950166113,0.06976744186046512,0.06478405315614617,0.21061093247588425,0.15755627009646303,0.05305466237942122,0.18345864661654135,0.10526315789473684,0.07819548872180451,0.13257575757575757,0.08257575757575758,0.05,3.543859649122807,2.196078431372549,3.7755102040816326,3.6666666666666665,67.4,74.1,72.2,69.0
401757310,2025-11-29 18:00:00,2025,regular,14,False,Delaware,Conference USA,1266,242.85,UTEP,Conference USA,551.88,1208,-5.0,0.1555293415938846,0.2488343169403346,0.00014886697177410313,0.1265191294276677,0.07872451316392308,0.1784415666945823,0.0813131212864531,0.06571385546866024,0.22985963703579862,0.3095043755228321,0.036624702383182994,0.22619911787228178,0.41272153309657644,0.44491183432199294,0.32096794107839116,0.41374531498813677,0.48096711482989507,0.4743764351593123,0.3824225419312793,0.4732925239428821,0.2938570561688649,0.3249869486686334,0.2645287085520644,0.28236093930531264,2.785923416785633,2.950304474776171,2.3933483535683235,2.809180850992797,0.9034621575768385,1.0620906505584922,1.0169763866011374,1.0388161027069949,1.1586060136249605,1.6141423025567274,1.0174339902400027,1.2065044311957587,1.2579371254392904,1.3315504990043971,1.2934654543587958,1.2078759943575275,0.967710023952177,1.0721557155918495,1.0159223687585377,0.9531645698436402,1.4971014379903902,1.5505871596577598,1.550724864673431,1.5178988276827774,0.16421895861148197,0.10146862483311081,0.06275033377837116,0.17450682852807284,0.09559939301972686,0.07890743550834597,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.15893587994542974,0.10982264665757162,0.04911323328785812,3.515151515151515,3.2708333333333335,4.3538461538461535,3.9272727272727272,72.7,69.5,71.9,70.3
401761663,2025-11-29 18:30:00,2025,regular,14,False,Marshall,Sun Belt,1495,590.64,Georgia Southern,Sun Belt,574.48,1250,-7.5,0.14809325678472765,0.16015879121088308,0.17860572339166433,0.30497670088817624,0.06248505647668836,0.07382960224169366,0.13499813739514674,0.24058975121832907,0.29656129873759113,0.29437709025753905,0.2494840433702688,0.35489897503299944,0.42541181989061255,0.3923622317813168,0.4035533013689381,0.5036637010276428,0.4855752183396085,0.4459060064770794,0.4467206594850056,0.5417603299370144,0.2968066254845489,0.2911647784476832,0.31573619190040636,0.34392085774847275,2.97226142978817,2.7613357977167983,3.064731910275058,3.2505602208653044,1.0796731716017536,0.9722624372716434,1.0186088880094395,1.3818221799553516,1.1544974059584707,1.2130897388957778,1.1361363799982709,1.5154198934829637,1.1949211888076736,1.3186684038631764,1.264366323528036,1.2609106436755102,0.9217058864225066,0.9657392228155929,0.9554507130601441,1.0262178727185105,1.5307149598833234,1.6464941398193271,1.5601433759008907,1.5419686425001113,0.12635135135135134,0.0831081081081081,0.043243243243243246,0.14820359281437126,0.09880239520958084,0.04940119760479042,0.1476510067114094,0.09395973154362416,0.053691275167785234,0.13911290322580644,0.08803763440860216,0.051075268817204304,4.016666666666667,4.120689655172414,3.7818181818181817,4.757142857142857,67.6,72.5,71.0,71.8
401757314,2025-11-29 19:00:00,2025,regular,14,False,Missouri State,Conference USA,1366,426.1,Louisiana Tech,Conference USA,493.5,1407,-3.0,0.1445047120341315,0.22833660930770092,0.13920500410066008,0.12320985897378432,0.049646351876369565,0.1564755724141379,0.12332005224507255,0.0878914045505134,0.2758627125690388,0.2935254528772146,0.21949244536612367,0.19196444245803349,0.384338119885751,0.4516392660457911,0.4022263651203402,0.405853526872235,0.44706784684694006,0.5114314597078182,0.46203174428003607,0.43953004828654485,0.2897283759450847,0.29784558294150776,0.288061063932849,0.3115894068423732,2.633525142354545,2.839807007901147,2.9443924805686374,2.8045016373029705,1.122610968982059,1.0886238128890025,1.0656454583754797,1.1470568440624265,1.2696118451422922,1.2491841393038716,1.160584588292846,1.4088356441256138,1.3214394959256617,1.25066661042288,1.2378604419574266,1.2981730883634472,0.9724096015701668,0.9895787500008963,0.9850338728827872,1.0209690594440928,1.6028086457580786,1.5136692101407765,1.5455338348195249,1.551296767813305,0.23766816143497757,0.15097159940209268,0.08669656203288491,0.14390602055800295,0.08223201174743025,0.06167400881057269,0.15074626865671642,0.07462686567164178,0.07611940298507462,0.1757532281205165,0.0781922525107604,0.0975609756097561,3.3275862068965516,3.3035714285714284,3.8333333333333335,3.309090909090909,69.7,71.0,71.3,73.5
